Headline,Body ID,Stance
Experts: More facts needed on purported audio recording of Michael Brown shooting,125,unrelated
Islamic State claims it executed American photojournalist James Foley,2130,unrelated
Kim Jong-un: obese leader 'fractured both ankles',1480,discuss
Alleged Audio of Michael Brown Shooting Doesn’t Sound Good for Officer Darren Wilson,1893,unrelated
Photo gallery: Amazing £300 operation by North Walsham vet on constipated goldfish,903,unrelated
"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",984,unrelated
FBI Probing Alleged Audio of Michael Brown Shooting,2187,unrelated
Texas City plumber's truck ends up in Syrian war,2020,unrelated
Seth Rogen reportedly nabs Steve Wozniak role in Steve Jobs filmSteve Jobs Iconic Moments,1543,unrelated
Wife and son of Islamic State leader Abu Bakr al-Baghdadi detained in Lebanon,1269,unrelated
"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",2127,unrelated
ISIS Getting Ebola,1506,discuss
Confusion Surrounds Capture Of “ISIS Leader’s Wife”,775,unrelated
Obama denounces killing of journalist James Foley and pledges ‘justice’,2453,unrelated
[UPDATED] 11 Men and 0 Women on Tonight's ESPN Domestic Violence Panel,414,unrelated
Amazon Reportedly Planning An Ad-Supported Video Service That Will Be Cheaper Than Netflix,936,unrelated
CBS News Names Canadian Parliament Shooting Suspect,1380,discuss
Dog found abandoned at Scottish train station with suitcase of belongings,242,unrelated
Mum faces real-life Sophie's Choice – as she tries to sell her son to fund daughter's care,1351,unrelated
Islamic State reports youngest jihadist 'martyred' in battle,2176,unrelated
Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’,713,discuss
Sugarhill Gang rapper Big Bank Hank dead at 57,754,unrelated
Brian Williams Debunks Peeing Meteorologist Report On ‘NBC Nightly News': Video,205,unrelated
Dylan Thomas Finds Tropical Spider Burrowed Under Skin,1864,discuss
Kim Jong-Un 'in hospital with two fractured ankles' after ballooning to around 20 stone and going on numerous 'meet the people' walkabout PR stunts,1480,discuss
Mohammed Emwazi: Man identified as Isis killer 'Jihadi John' was 'stopped by MI5' while on safari holiday in Africa in 2010,81,unrelated
"Rumor: Stainless Steel Apple Watch Will Cost $500, Gold $4,000",2485,discuss
"Boko Haram claims to have German hostage, denies ceasefire",2314,unrelated
"Everybody Relax, Banksy Wasn’t Arrested And Exposed As A 35-Year-Old Man",2048,unrelated
"UK spies identify Foley’s killer, Abdel-Majed Abdel Bary a key suspect",2528,discuss
Rajasthan: Angry mob teaches rapist a lesson; chops penis off,483,unrelated
Bodies In Mexico Mass Grave Apparently Not Those Of Missing Students,2268,unrelated
CNN Posts Alleged Audio of Michael Brown Shooting,1256,unrelated
"What was fake on the Internet this week: Obama’s peace prize, pumpkin-spice condoms and insane winter snow",788,unrelated
Tropical spider burrows under man's skin through scar,724,unrelated
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,346,unrelated
New Audio Allegedly Captures Moment Michael Brown Was Shot,2149,discuss
Breaking: Soldier shot at National War Memorial in Ottawa,1481,unrelated
Apple's 12-Inch Retina MacBook Air Shown in Artist's Renditions,2497,discuss
More American Weapons for ISIS,2116,unrelated
Pope Francis tells boy whose dog had died that heaven is open to all,2459,unrelated
"Batmobile stolen in Detroit? Good one, joker!",1459,discuss
WHO ‘probing’ whether ISIS fighters got Ebola,989,unrelated
The “Flood Libel” Propagandists of 2015,993,unrelated
Iraqi media says ISIS militants have contracted Ebola,2299,unrelated
"Rodney Constantine, Newfoundland Suspect, Keeps Facebook Pledge To Turn Himself In",828,agree
Nigeria and Boko Haram 'agree ceasefire and girls' release',1883,unrelated
ISIS Hostage Alan Henning's Wife Invokes Sharia Law in New Plea,2254,discuss
"Boko Haram Cease-Fire: Abducted Nigerian Schoolgirls To Be Released, Officials Say",2463,discuss
Say 'eh-oh!' to the Teletubbies SUN BABY - can you still recognise her after 19 years?,1327,discuss
Weather Reporter Caught Writing His Name In The Snow Was NOT Ready To Go On Camera (UPDATED),205,unrelated
Audio recording allegedly captures at least 10 shots fired in Michael Brown killing,450,unrelated
Missing Libyan Jetliners Raise Fears of Suicide Airliner Attacks on 9/11,1022,unrelated
McDonald’s Will Stop Serving Overweight Customers Beginning 1/1/15,2125,unrelated
Nigeria Claims Boko Haram Will Release the Kidnapped Schoolgirls,1896,discuss
Bodies In Mexico Mass Grave Apparently Not Those Of Missing Students,2360,unrelated
KC hospital: Patient does not have symptom profile of Ebola,909,agree
ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,1361,discuss
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,220,unrelated
Durex on Rumored ‘Pumpkin Spice’ Condom: No Comment,698,unrelated
Doubts cast over Nicaragua meteorite claim,586,unrelated
Officials: Report That Area Town Is Under Ebola Quarantine Is False,410,agree
Female Israeli fighter said abducted by Islamic State  Read more: Female Israeli fighter said abducted by Islamic State,513,unrelated
Obama administration DENIES congressman's claim that 'at least ten ISIS fighters have been caught coming across the Mexican border in Texas',1398,discuss
Weather Reporter Mike Seidel Was Caught Off Guard on Live TV and Appeared to Be Urinating in the Snow -- Watch!,54,unrelated
IS Militants Kill 300 Iraqi Soldiers with Chlorine Gas,1357,unrelated
Armed U.S. drones spotted flying over Syria in possible hunt for ISIS leader,2367,unrelated
DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports,530,unrelated
NYPD to stop arrests for small amounts of marijuana,2217,agree
The Case of the Stolen Batmobile Has Been Solved,2431,unrelated
Mexico checks if 43 missing students in mass grave,712,unrelated
"Homeless man who became a YouTube sensation after spending $100 on food for his beggar friends gets a surprise Christmas meal, makeover and night in a hotel in new video... but is it all a hoax by a 'serial prankster'?",1429,discuss
CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,465,unrelated
Hundreds mourn the 'death' of Fidel Castro after rumours sweep Twitter (but are they confusing him with recently departed Fidel Castro Odinga from Nairobi?),1375,unrelated
Unconfirmed Reports Say UK Hostage Held By ISIS Found Innocent,1263,unrelated
Will King of Jordan lead airstrikes on ISIS HIMSELF? Reports say trained pilot plans to take part in attack after quoting Clint Eastwood's Unforgiven to Congressmen,1644,discuss
Has Ebola infected Isis militants in Mosul?,225,unrelated
North Korea directive reveals apparent ban on sharing Kim Jong-un’s name,206,unrelated
Officials Refute Iraqi Media Reports That ISIS Members Have Contracted Ebola In Mosul,1899,unrelated
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,1419,discuss
KIM DINE WITH ME: Porky president Kim Jong-un to open UK restaurant serving DOG,1312,unrelated
6 Islamist militants killed in US attack in Somalia,1547,unrelated
GOP Rep. Duncan Hunter Claims 'At Least' 10 ISIS Fighters Apprehended On Texas Border,1498,unrelated
U.S. arms airdrop fell into ISIS hands: Pentagon,2176,unrelated
Report: US Drones Over Syria Looking for ISIS Leader Abu Bakr al-Baghdadi,1898,unrelated
"The gold Apple Watch Edition could set you back a whopping $4,999",147,unrelated
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",1630,discuss
'Jihadi John' identified: ISIS killer named as Mohammed Emwazi from West London,939,discuss
Pope Francis tells boy whose dog had died that heaven is open to all,1104,unrelated
URGENT: ISIS leader Abu Bakr al-Baghdadi allegedly killed by US airstrikes,2187,unrelated
"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",304,unrelated
The Pumpkin-Spice Condom Is Just a Figment of Your Own Gross Imagination,0,unrelated
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",1003,unrelated
Resetting iOS 8 Preferences May Wipe iCloud Files,382,unrelated
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,2385,discuss
Texas City plumber's truck ends up in Syrian war,1950,agree
Detroit Police Issue Statement That The Batmobile Is Safe,2090,unrelated
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,2096,discuss
American hostage in Yemen freed in military raid-Defence Ministry,40,unrelated
ISIS Video Purports To Show Beheading Of British Aid Worker,2306,discuss
'There is no limit to their depravity' Islamic State FEED mother her own SON,1787,unrelated
Taliban member swapped by Obama for Bowe Bergdahl tried to return to terror: report,2531,discuss
Apple was forced to nix key health features from its smartwatch -- report,1788,discuss
Has a woman aborted her baby because it's a boy?,2154,unrelated
"No, a spider (probably) didn't crawl through a man's body for several days",1579,discuss
ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,625,unrelated
Canadian-Israeli Woman May Have Been Captured In Syria: Reports,1774,discuss
"NYPD to issue tickets instead of arrest for weed possession, report says",1383,unrelated
"UK spies identify Foley’s killer, Abdel-Majed Abdel Bary a key suspect",592,unrelated
Josh Paler Lin Gives A Homeless Man $100 And Follows Him To See How He Spends It,2240,unrelated
Ferguson riots: audio may have captured Michael Brown shooting,121,unrelated
Could Kim Jong Un open a restaurant in Scotland?,2452,discuss
"Boko Haram Denies Truce, Says Kidnapped Girls Have Been “Married Off”",1372,unrelated
Source: Tom Brokaw Wants Brian Williams Fired,1545,unrelated
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",2033,unrelated
GOP Rep. Duncan Hunter Claims 'At Least' 10 ISIS Fighters Apprehended On Texas Border,1893,unrelated
REPORT: Apple's Watch Will Come In 2 Storage Sizes,2114,unrelated
Wayward sister ‘nun the wiser’ about baby,1891,unrelated
Here Are Microsoft's New Robot Security Guards,932,unrelated
Holy Theft! Batmobile Stolen from 'Batman v Superman'???,1529,discuss
Man discovers spider living under his skin during Bali vacation,859,unrelated
Nicaragua meteorite: Experts attempt to understand whether mysterious meteorite fell from passing Pitbull asteroid,1744,unrelated
Homeland Security says terrorists haven't crossed U.S-Mexico border,1637,unrelated
IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA,2299,unrelated
"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",850,discuss
Batmobile wasn't stolen: Cops,280,unrelated
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,1430,discuss
Nun who GAVE BIRTH to baby boy after suffering agonising stomach pains 'had no idea' she was pregnant,1307,discuss
Turkish president says American weapons drop for Kurdish fighters was 'wrong' after supplies end up in the hands of ISIS,1843,unrelated
Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,2088,unrelated
That's one way to get through security! Frustrated traveller strips completely NAKED at airport to pass through metal detectors,1400,unrelated
Apple in talks to become launch partner for cable-free HBO Now service,2434,unrelated
Rats are still running around at Vogue,944,unrelated
#Hairgate trends on social media: iPhone 6 users complain of ripped out hair,689,unrelated
Somalia Shebab chief Ahmed Abdi Godane likely dead in US strike: Source,1746,unrelated
Bugatti Veyron Vandalized With Penis Graffiti? Viral Photo Isn’t What It Seems,2235,unrelated
Rumor Fatigue Sets In at False Alarms of Castro’s Death,244,unrelated
Christian Bale quits Steve Jobs movie,2097,unrelated
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,694,discuss
Tropical spider burrowed under Bali tourist's skin,220,unrelated
"Forget 18-karat gold, next-generation Apple Watch Edition could use platinum: Report",1217,unrelated
IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,1891,discuss
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",1720,unrelated
Hospital: Man not being treated for Ebola in Kansas City,2127,agree
A Murdered Witness?,472,unrelated
Report: Possible audio tape of Michael Brown shooting,968,unrelated
Urgent: The Leader of ISIL 'Abu Bakr al-Baghdadi' Killed! / Photo,1644,unrelated
Now the Vogue Rats Are Chewing Through Couture,725,unrelated
Nigeria Claims Boko Haram Will Release the Kidnapped Schoolgirls,1374,unrelated
‘Wild Misinformation’: Brian Williams Explains the Mike Seidel Liveshot,1926,agree
Robert Plant ripped up $800M Led Zeppelin reunion contract,1789,unrelated
Is Kim Jong Un's sister Kim Yo Jong in charge?,1152,discuss
Report—Jose Canseco accidentally shot at his home tonight,695,unrelated
Judd Nelson rebuffs Internet rumors that he died of a drug overdose.,303,agree
BATMAN VS. SUPERMAN BATMOBILE STOLEN,1311,unrelated
Watch marine take sniper shot to the head and live,532,unrelated
Reports: Islamic State uses chlorine gas against Iraqi forces,1177,unrelated
"Fidel Castro Rumors Sweep Internet, But No Sign in Cuba",500,unrelated
Is Kim Jong-Un Really Opening a Restaurant in Scotland?,350,discuss
NEWS/ All Dogs Go to Heaven! Pope Francis Confirms Paradise Is Open to All of God's Creatures,2297,agree
Journalist James Wright Foley reportedly beheaded by ISIS,2453,unrelated
"These LEGO Instructions from 1974 Are Awesome (And Yes, They're Real)",1169,unrelated
"ISIS Claims Female American Hostage, Kayla Mueller, Killed in Airstrike",2387,discuss
Islamic State militants claim to behead missing American journalist,11,unrelated
The Story Of The High School Trader Who Made $72 Million Is A Rumor Spun Out Of Control,2367,unrelated
"What they earn: Vice CEO Shane Smith’s $300,000 steak dinner",1605,unrelated
"Boko Haram Cease-Fire: Abducted Nigerian Schoolgirls To Be Released, Officials Say",800,unrelated
"SEE IT: ISIS militants caught trying to cross border into Texas, Congressman claims",941,unrelated
American hostage in Yemen freed in military raid-Defence Ministry,2375,unrelated
Robert Plant Literally Ripped Up An $800 Million Contract To Reunite Led Zeppelin,158,unrelated
Nicaraguan commission on possible meteorite crash presents rock samples,10,unrelated
News sites fall for Putin bird-dropping video,2472,unrelated
‘The cub of Baghdadi': ISIS reports its youngest jihadist ‘got martyred’ in battle,2432,unrelated
Boy who suffered powerful electric shock claims he now has 'superpowers' like X-Men's Magneto as metal objects stick to him,1006,unrelated
Man chops off his penis after his girlfriend breaks up with him,812,unrelated
"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14",1234,unrelated
Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border,2254,unrelated
Boko Haram Denies Nigeria Cease-Fire Claim,206,unrelated
Mohammed Emwazi: Man identified as Isis killer 'Jihadi John' was 'stopped by MI5' while on safari holiday in Africa in 2010,2328,unrelated
Seth Rogen To Play Steve Wozniak In Steve Jobs Biopic,851,discuss
Large space object slams Nicaragua’s capital as asteroid passes Earth,2118,unrelated
"Islamist Militants 'Steal' 11 Commercial Planes In Libya, Sparking Terror Attack Fears",1197,discuss
Dog found abandoned outside railway station with suitcase of his belongings,530,unrelated
ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,1034,unrelated
'The youngest martyr - the cub of al-Baghdadi': ISIS boasts a 10-year-old fighter has been killed as he went into battle with his father in Syria,1042,unrelated
"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",2266,discuss
Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,2067,discuss
"""Categorically False"": DHS Debunks Right-Wing Fiction That ISIS Attempted To Cross The U.S.- Mexico Border",1376,agree
80's Brat Pack star Judd Nelson forced to deny that he's dead after fake news story starts trending on social media,2332,agree
Kim Jong-Un planning Scottish restaurant,2290,unrelated
Iraq: US to Probe ISIS' Chlorine Attack on Iraqi Security Personnel,1590,discuss
"Brian Williams: No, Our Meteorologist Was Not Peeing on Live TV",1854,unrelated
The 'cub of Baghdadi': Has this boy become the youngest victim of Isis’s use of child soldiers?,2372,unrelated
Luke Somers' sister says he was killed in failed Yemen rescue attempt,56,unrelated
Michael Brown shooting audio caught on tape?,1009,discuss
ISIS leader ‘killed’ in US airstrikes,40,unrelated
’6 Days Darkness in December 2014′ 100% Fake; NASA Confirmed 3 Days Total Darkness Hoax as Well,1535,unrelated
ISIS militants trick mother into ‘eating her kidnapped son’,2299,unrelated
Mum faces real-life Sophie's Choice – as she tries to sell her son to fund daughter's care,2304,unrelated
Return of the Mac: Seth Rogen in talks to star as Apple co-founder Steve Wozniak in upcoming Steve Jobs biopic,851,discuss
Hundreds mourn the 'death' of Fidel Castro after rumours sweep Twitter (but are they confusing him with recently departed Fidel Castro Odinga from Nairobi?),2251,discuss
Watch: ISIS Claims to Have Captured U.S. Airdropped Weapons,1002,unrelated
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,2495,discuss
Christian Bale quits Steve Jobs movie,346,unrelated
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",373,unrelated
WATCH: Bird Launches Airstrike on Putin’s Shoulder (UPDATED),2174,agree
Iraqi and Kurdish media reports cases of Ebola among Islamic State fighters in Mosul,1821,unrelated
Video Purports to Show Beheading of American Journalist,1295,unrelated
"Boko Haram Denies Truce, Says Kidnapped Girls Have Been “Married Off”",800,unrelated
New Audio Allegedly Captures Moment Michael Brown Was Shot,2248,unrelated
ISIS Leader Killed: Abu Bakr Al-Baghdadi Reportedly Killed By U.S. Airstrike,891,discuss
FBI Probing Alleged Audio of Michael Brown Shooting,1974,unrelated
ISIL allegedly kills US journalist in video,1948,discuss
Seven girls as young as 13 become pregnant on a school trip,2508,agree
"Islamic State, in video titled ""A Message to America,"" beheads American journalist James Wright Foley who was kidnapped in 2012",2388,discuss
Kim Had Ankle Surgery:  Source,1480,discuss
"White House Fence Jumper Got Farther Than Previously Thought, Sources Say",843,discuss
Video shows ISIL beheading of photojournalist James Foley,1471,agree
Texas Plumber Isn't Sure How Extremists In Syria Ended Up With His Work Truck,917,unrelated
Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,2187,unrelated
"Tropical spider burrows under man's skin, lives there for three days",818,agree
"Tour, agent: Tiger Woods not banned",1179,unrelated
"Ann Arbor pizza delivery driver surprised with $2,000 tip",524,unrelated
BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,704,unrelated
CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,271,unrelated
Texas plumber's truck on front line of Syria war,821,unrelated
Soldier shot near Canadian parliament building,1547,unrelated
Dog abandoned at Ayr station with belongings in suitcase,304,unrelated
Isis claims US hostage Kayla Mueller killed in coalition airstrike,2283,unrelated
BREAKING NEWS: Gunman 'shot dead' after wounding soldier near Canada parliament,1659,discuss
Report: Christian Bale Just Bailed on the Steve Jobs Movie,1854,unrelated
Priest who died for 48 minutes says he met God and she’s a woman,1385,unrelated
Government employee fired after skipping work for 24 years,217,unrelated
Somalia Shebab chief Ahmed Abdi Godane likely dead in US strike: Source,737,unrelated
Paul Rudd Helped Tackle A Violent Homophobe So That’s Another Reason To Love Him [UPDATE],2514,agree
Mirfield man's tears of joy after lost voicemail of wife retrieved,1640,agree
Report: NYPD to stop arresting people for minor marijuana offenses,909,unrelated
Unconfirmed Reports Say UK Hostage Held By ISIS Found Innocent,2241,unrelated
"One gunman killed in shooting on Parliament Hill in Ottawa, hunt on for other shooters",2410,discuss
ISIL video claims beheading of kidnapped journalist James Foley,1720,unrelated
Nun Gives Birth To Baby Boy After Suffering Intense Stomach Pains,2404,unrelated
Isis militants claim to have killed US journalist James Foley,1948,discuss
"Christian Bale in talks to play Steve Jobs for Sony, Danny Boyle",2097,unrelated
"Apple Watch to Be Shower-Proof, Have 100,000 Apps at Launch: Reports",72,unrelated
Video Purports to Show Beheading of American Journalist,2525,unrelated
KIM DINE WITH ME: Porky president Kim Jong-un to open UK restaurant serving DOG,17,unrelated
"No, Saudi TV Didn't Blur Out Michelle Obama's Face When the President Met King Salman",1975,agree
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),2338,discuss
NASA Confirms Earth Will Experience 6 Days of Total Darkness in December 2014!,696,unrelated
"Apple Watch Pricing to Reportedly Start at $500 for Stainless Steel, $4,000 for Gold",62,unrelated
Isis claims it has US airdrop of weapons,2509,discuss
Macaulay Culkin Dead? Another Death Hoax Circulates On Facebook,2087,unrelated
"No, Pumpkin Spice Condoms Are Not A Real Thing",1853,unrelated
Al-Shabaab Terror Group Leader Killed in U.S. Airstrike,1835,discuss
Hospital: Man not being treated for Ebola in Kansas City,1883,unrelated
CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,2187,unrelated
Canada probes Michael Zehaf-Bibeau as possible suspect in Ottawa shooting - source,2214,discuss
Police hunt tweed-jacket wearing man who slaps shoppers for SNEEZING,2477,unrelated
Crazy iPhone rig shows how Chinese workers manipulate App Store rankings,2087,unrelated
New policy could reduce marijuana possession arrests,1939,unrelated
Kurds fear Isis use of chemical weapon in Kobani,2338,unrelated
Mexico checks if 43 missing students in mass grave,1825,unrelated
"Pope Francis did not tell boy heaven has room for pets, contrary to report",855,unrelated
Emotional sergeant-at-arms is greeted back to parliament with a rousing standing ovation a day after he heroically shot dead terrorist - the first time he used weapon in 30 year career,1175,unrelated
A Predator Drone Has Reportedly Been Spotted Circling Above ISIS's Capital City,909,unrelated
'Snake wine' to the rescue of Kim Jong-un's love life,587,unrelated
Militant Group Says It Killed American Journalist in Syria,826,unrelated
ISIS Beheads Kidnapped Photojournalist James Wright Foley in Horrific Video Message to the U.S.,984,unrelated
North Korea dictator Kim Jong-un 'set to open a new restaurant in SCOTLAND',1756,discuss
I aborted my baby because it was a boy,1494,agree
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,1361,unrelated
Latest iOS 8 bug reportedly causes unwanted deletion of iCloud Drive documents,221,unrelated
Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',1206,agree
ISIS Beheads American Journalist,1347,unrelated
High school student scores $72M playing the stock market,1693,unrelated
WHO investigates media reports ISIS fighters contracted Ebola,1921,unrelated
Government fires employee who skipped work for 24 years,2134,agree
"A Vice Guide To Spending $300,000 On Dinner",1347,unrelated
"SMALL METEORITE STRIKES NICARAGUA, GOVERNMENT SAYS",220,unrelated
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),214,unrelated
Guantanamo detainee who was swapped in prisoner deal for Bowe Bergdahl 'tried to rejoin 'Al Qaeda',1095,unrelated
Islamic State killer 'Jihadi John' named as Mohammed Emwazi,1346,discuss
CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,900,unrelated
"Batmobile stolen in Detroit? Good one, joker!",2431,unrelated
Homeland Security: No ISIL fighters on U.S. border,1565,unrelated
"Stainless steel Apple Watch could cost just $499, but gold will be 10 times as pricey",62,unrelated
Code/Red: Apple Watch Battery Life — “Charge Nightly”,1570,unrelated
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,1385,unrelated
TBS speeds up Seinfeld 7.5% to gain an extra 2 minutes of commercial ad time.,1686,unrelated
"Priest Dies, Wakes Up, Claims God Is a Woman. Huh?",1849,discuss
Isis tells mother on rescue mission :’You’ve just eaten your son’,2234,unrelated
MACAULAY CULKIN IS THE LATEST VICTIM OF A CELEBRITY DEATH HOAX — AND THESE 9 STARS KNOW EXACTLY HOW HE FEELS!,1299,unrelated
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,2272,discuss
"ISIS Claims It Kidnapped Gill Rosenberg, The First Western Woman To Fall Into The Group's Hands",2037,discuss
Newly Discovered Mass Grave Linked to Missing Mexican Students,251,unrelated
"Boko Haram agrees to ceasefire, release of school girls",1298,agree
"Lady on FB: I'm 41, Intersex, and Fucked Michael Phelps on First Date",618,unrelated
Islamic State accused of using chlorine gas on Iraqi soldiers,251,unrelated
ISIS Beheads American Journalist,1982,unrelated
Christian Bale in Talks to Play Steve Jobs in Danny Boyle's Biopic,1724,unrelated
Cheese blamed for North Korean leader Kim Jong-un's broken ankles,2210,unrelated
Kim Jong-un relying on ‘cobra wine’ after problems with trouser snake,2115,unrelated
Cold Turkey,168,unrelated
"Non, le lancement du nouveau «Star Wars» ne sera pas devancé à cet été",808,unrelated
Man discovers spider living under his skin during Bali vacation,2175,unrelated
"Tiger Woods is not on suspension for failing a drug test, his agent and a PGA official say",1175,unrelated
Experts: More facts needed on purported audio recording of Michael Brown shooting,633,unrelated
80's Brat Pack star Judd Nelson forced to deny that he's dead after fake news story starts trending on social media,2281,unrelated
BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,139,unrelated
"In New York City, Marijuana May Mean Ticket, Not Arrest",1022,unrelated
ISIS leader dead?,891,discuss
"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14",2087,unrelated
WHO ‘probing’ whether ISIS fighters got Ebola,720,unrelated
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,782,agree
North Korea dictator Kim Jong-un undergoes surgery after breaking both ankles on military tour,186,unrelated
Soldier shot near Canadian parliament building,1539,agree
Missing Mexico students not among 28 bodies found in mass grave,1849,unrelated
Insurgents killed in Nigeria despite alleged truce with Boko Haram,1541,unrelated
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,2235,discuss
Robert Plant Literally Ripped Up An $800 Million Contract To Reunite Led Zeppelin,2009,unrelated
ISIS executioner 'Jihadi John' named by media,1724,discuss
Isilkulskom student has gained superhero powers after shock,1476,unrelated
Insurgents killed in Nigeria despite alleged truce with Boko Haram,62,discuss
‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,874,unrelated
Tips for Chinese choosing an English name,1789,agree
Pumpkin Spice condoms? Don't fall for this hoax.,1905,unrelated
Macaulay Culkin dead hoax: Fake death report spreads on social networks,2326,agree
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,2147,unrelated
Nicaragua Meteorite Impact Theory May Be Meteor-wrong,1844,unrelated
Pentagon confirms al-Shabab leader killed in airstrike in Somalia,1869,unrelated
BREAKING: British-born hostage 'KILLED in failed rescue attempt',1165,unrelated
Unconfirmed reports claim Canadian-Israeli Gill Rosenberg captured by ISIS,2147,unrelated
This Is Why Rumors That ISIS Is Crossing The Border Into The U.S. Aren’t Going Away,1931,discuss
Comcast Says You Can Keep Your Tor,1289,unrelated
Apple may launch 12-inch MacBook Air with Retina Display,816,unrelated
"No, a bird didn't poop on Vladimir Putin",1073,unrelated
Tropical spider burrows under man's skin through scar,2009,unrelated
Audio of gunfire in Michael Brown case authenticated by app company,776,unrelated
"Tiger Woods PED, PGA Tour Suspension Allegations Retracted by Dan Olsen",1817,unrelated
North Korean dictator Kim Jong-Un to open restaurant in Scotland,2148,discuss
Journalist James Wright Foley reportedly beheaded by ISIS,1093,discuss
Bergdahl: Senator Says Jihadists Swapped For U.S. Troop ‘In Touch’ With Al-Qaida Affiliate,1813,unrelated
"Islamic State training fighter pilots in captured jets, monitoring group says",1115,discuss
Missing Planes,1083,unrelated
Everyone chill! Banksy has NOT been arrested,77,unrelated
"Iraq claims ISIS leader al-Baghdadi’s wife has NOT been arrested, despite Lebanon insisting woman detained at border told them she was Islamist extremist’s spouse",530,unrelated
"Why the most expensive Apple Watch will probably cost around $10,000",1438,unrelated
Islamic State flying three jets in Syria: monitor,2283,unrelated
Another American hostage at risk by Islamic state,1549,unrelated
Hospital: Man not being treated for Ebola in Kansas City,205,unrelated
Christian Bale in Talks to Play Steve Jobs (Exclusive),458,discuss
Islamic State using 'SCORPION bombs' to terrorise victims,922,unrelated
An audio recording of the Michael Brown shooting has reportedly surfaced,1009,discuss
God is a woman- Priest who died for 48 minutes claims,526,agree
Weather Reporter Caught Writing His Name In The Snow Was NOT Ready To Go On Camera (UPDATED),527,unrelated
"Vice Media CEO Shane Smith Spent $300,000 on Las Vegas Dinner (Report)",1843,unrelated
Podcast: Brown Moses on what’s flying over Iraq and Syria,1170,unrelated
"ISIS Claims It Kidnapped Gill Rosenberg, The First Western Woman To Fall Into The Group's Hands",972,unrelated
Man chops off own penis after being dumped by his girlfriend,1400,unrelated
How Canadian Sergeant-at-Arms Kevin Vickers killed shooter in parliament,502,agree
Saudi cleric issues fatwa against building snowmen,26,unrelated
Homeless man who received a meal and hotel stay after spending $100 donation on food for friends insists it was NOT a hoax – despite new witness insisting there was no way he could have been secretly filmed,344,unrelated
